#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
STRT01484744	48	0.46721	10.2561645508	1	0.0990132	noncoding
STRT01464977	19	0.26386	4.29815673828	1	0.0231885	noncoding
ENCT00000289389.1	64	0.33768	10.0315551758	1	0.0406281	noncoding
STRT01513211	95	0.31264	7.80731201172	1	0.0954236	noncoding
ENCT00000303817.1	87	0.35559	8.65826416016	1	0.102766	noncoding
PBT00310583	87	0.27517	7.79705810547	1	0.0629621	noncoding
STRT01535659	46	0.34955	9.18609619141	1	0.0179724	noncoding
PBT00310595	67	0.30152	10.8342895508	1	0.041298	noncoding
STRT01504127	58	0.37006	5.09027099609	1	0.0522563	noncoding
STRT01553495	44	0.31849	10.8342895508	1	0.0223765	noncoding
PBT00310629	48	0.30596	10.446472168	1	0.0234403	noncoding
STRT01523820	25	0.4501	9.78204345703	1	0.0189727	noncoding
PBT00310738	161	0.32501	8.25238037109	1	0.665655	coding
STRT01519890	73	0.32016	8.28265380859	1	0.0408417	noncoding
STRT01523822	89	0.27517	9.74041748047	1	0.0625387	noncoding
STRT01538073	50	0.40236	6.50872802734	1	0.0269138	noncoding
STRT01555669	44	0.3356	8.93963623047	1	0.0146276	noncoding
STRT01541467	41	0.46314	10.8032836914	1	0.0742595	noncoding
FTMT21200004021.1	0	0.30355	0.0	-1	4.92777e-07	noncoding
PBT00307478	92	0.27907	4.65692138672	1	0.298437	noncoding
STRT01510303	92	0.29883	4.65692138672	1	0.261618	noncoding
ENCT00000305740.1	62	0.33898	11.8368530273	1	0.0375311	noncoding
ENST00000600213.2	25	0.28309	9.49273681641	1	0.0100009	noncoding
ENCT00000305863.1	25	0.30619	9.49273681641	1	0.00855177	noncoding
STRT01471520	13	0.27969	12.0000610352	1	0.0178914	noncoding
STRT01505616	13	0.28617	12.0000610352	1	0.0160475	noncoding
ENCT00000291695.1	57	0.38168	5.50994873047	1	0.0456729	noncoding
FTMT21000004550.1	35	0.35179	9.15008544922	1	0.0111502	noncoding
STRT01461681	23	0.32042	6.80889892578	-1	0.0546465	noncoding
STRT01518248	88	0.31337	9.09881591797	1	0.0714822	noncoding
STRT01526806	214	0.28467	10.2233276367	1	0.64616	coding
STRT01496321	66	0.27783	8.25592041016	1	0.0295625	noncoding
STRT01453081	49	0.37808	7.97894287109	1	0.0197559	noncoding
PBT00310840	95	0.35757	9.78875732422	1	0.150481	noncoding
PBT00310842	60	0.30149	5.35968017578	1	0.0407104	noncoding
PBT00310843	60	0.32979	5.35968017578	1	0.0390878	noncoding
PBT00310844	60	0.35482	5.35968017578	1	0.0450329	noncoding
PBT00310845	61	0.35289	9.50506591797	1	0.0370172	noncoding
PBT00310846	112	0.31456	9.49639892578	1	0.158176	noncoding
PBT00310848	112	0.28035	9.49639892578	1	0.114677	noncoding
PBT00310849	112	0.28751	9.49639892578	1	0.120767	noncoding
PBT00310850	60	0.31918	9.73126220703	1	0.0303025	noncoding
PBT00310851	112	0.30905	9.49639892578	1	0.148643	noncoding
PBT00310852	124	0.31204	9.22979736328	1	0.222342	noncoding
PBT00310853	92	0.34711	9.30059814453	1	0.117188	noncoding
PBT00310854	78	0.31829	9.89862060547	1	0.0564458	noncoding
STRT01441637	78	0.33303	9.89862060547	1	0.0634061	noncoding
STRT01481112	60	0.37717	9.73126220703	1	0.0455864	noncoding
STRT01494691	48	0.33055	10.4408569336	1	0.0241206	noncoding
PBT00310855	112	0.28903	9.49639892578	1	0.12226	noncoding
PBT00310856	112	0.28035	9.49639892578	1	0.114677	noncoding
PBT00310857	112	0.28903	9.49639892578	1	0.12226	noncoding
PBT00310859	106	0.36352	7.04595947266	1	0.283748	noncoding
STRT01514481	88	0.3182	9.09881591797	1	0.0744421	noncoding
STRT01498288	69	0.34552	10.3026733398	-1	0.161482	noncoding
STRT01447791	138	0.28048	9.53839111328	1	0.21476	noncoding
PBT00310860	109	0.32475	9.24664306641	1	0.163797	noncoding
STRT01494692	72	0.34785	9.45184326172	1	0.0549239	noncoding
STRT01488378	61	0.32979	9.49542236328	1	0.0316326	noncoding
PBT00310861	109	0.35748	9.24664306641	1	0.245723	noncoding
PBT00310862	66	0.30676	8.60968017578	1	0.0299475	noncoding
STRT01529208	109	0.35596	9.24664306641	1	0.241083	noncoding
PBT00310863	109	0.33546	9.24664306641	1	0.18653	noncoding
STRT01550986	149	0.28035	9.17181396484	1	0.291587	noncoding
PBT00310864	214	0.32721	10.2233276367	1	0.878827	coding
PBT00310865	109	0.33271	9.24664306641	1	0.180326	noncoding
PBT00310867	93	0.26731	10.1036987305	1	0.0696723	noncoding
PBT00310870	67	0.33564	9.45440673828	1	0.0409233	noncoding
PBT00310871	39	0.30305	10.8342895508	1	0.0199841	noncoding
PBT00310872	127	0.34596	9.18341064453	1	0.367281	noncoding
PBT00307638	70	0.27556	9.50457763672	1	0.0372983	noncoding
ENCT00000306356.1	190	0.29367	10.2540893555	1	0.548838	coding
STRT01462951	55	0.40318	4.85333251953	-1	0.0213339	noncoding
STRT01511137	110	0.24405	10.176574707	1	0.10284	noncoding
PBT00307858	96	0.29367	7.61383056641	1	0.0912833	noncoding
STRT01480559	12	0.44814	7.84686279297	1	0.00404867	noncoding
STRT01536839	19	0.37317	6.48052978516	1	0.00348074	noncoding
FTMT21000005775.1	52	0.40159	11.2123413086	1	0.0474537	noncoding
STRT01456360	25	0.28622	12.0084838867	1	0.0197158	noncoding
PBT00307959	155	0.31596	9.97198486328	1	0.441672	noncoding
PBT00307962	110	0.28496	7.73907470703	1	0.139877	noncoding
PBT00307963	109	0.29435	6.81060791016	1	0.184279	noncoding
ENCT00000308604.1	133	0.31511	8.63153076172	1	0.317462	noncoding
STRT01435244	120	0.32592	6.54241943359	1	0.360361	noncoding
ENCT00000293815.1	120	0.27911	6.54241943359	1	0.285491	noncoding
STRT01481559	93	0.29776	9.06243896484	1	0.0751696	noncoding
STRT01460253	90	0.30429	4.89752197266	1	0.209001	noncoding
PBT00311468	90	0.31725	4.89752197266	1	0.210749	noncoding
STRT01439911	24	0.32194	4.10479736328	1	0.00990907	noncoding
STRT01514950	12	0.3016	6.48773193359	1	0.00286181	noncoding
STRT01537032	23	0.3825	11.0687866211	-1	0.148914	noncoding
ENCT00000294166.1	95	0.34994	7.78179931641	1	0.138097	noncoding
STRT01478852	94	0.33679	5.67645263672	1	0.195753	noncoding
STRT01500571	27	0.33611	9.62298583984	-1	0.134427	noncoding
PBT00311551	99	0.25765	11.1651000977	1	0.0808557	noncoding
STRT01553210	18	0.44306	8.49847412109	1	0.00694318	noncoding
ENCT00000294652.1	108	0.32905	6.68865966797	1	0.233127	noncoding
HBMT00000985293.1	54	0.3508	3.94390869141	1	0.0663499	noncoding
ENCT00000294693.1	103	0.34457	11.1616821289	1	0.148721	noncoding
FTMT21000006553.1	60	0.362	9.30169677734	1	0.0367829	noncoding
STRT01463005	3	0.2879	3.79937744141	-1	0.0220685	noncoding
MICT00000251889.1	174	0.36978	10.6712036133	1	0.830283	coding
MICT00000251888.1	107	0.34665	11.548034668	1	0.152743	noncoding
MICT00000251890.1	100	0.37552	11.7899780273	1	0.163739	noncoding
MICT00000251887.1	105	0.35502	11.5552368164	-1	0.175762	noncoding
STRT01540371	113	0.35777	10.9783325195	-1	0.178887	noncoding
STRT01474125	38	0.43398	9.51922607422	1	0.0277562	noncoding
STRT01512584	39	0.3203	7.92327880859	1	0.00933441	noncoding
STRT01479262	62	0.42704	9.30035400391	1	0.0823937	noncoding
STRT01510629	44	0.4422	9.21063232422	1	0.0385306	noncoding
STRT01556383	0	0.41199	0.0	-1	0.00802557	noncoding
FTMT21000006986.1	46	0.36864	7.71063232422	-1	0.0480005	noncoding
PBT00308431	51	0.31863	8.76910400391	1	0.0178168	noncoding
PBT00308451	95	0.30415	9.30023193359	1	0.0842869	noncoding
ENCT00000310614.1	104	0.31615	8.76812744141	1	0.12786	noncoding
ENCT00000296026.1	57	0.35747	9.78753662109	1	0.0342933	noncoding
STRT01466209	34	0.47864	12.012512207	-1	0.160042	noncoding
STRT01434179	35	0.47363	6.20904541016	-1	0.01772	noncoding
PBT00308598	43	0.33833	9.30096435547	1	0.0155752	noncoding
ENCT00000311598.1	46	0.33905	9.01995849609	1	0.0164324	noncoding
STRT01556726	37	0.39638	7.96099853516	1	0.0119645	noncoding
PBT00308744	158	0.32498	9.98712158203	1	0.517855	coding
MICT00000255833.1	73	0.30249	6.79364013672	1	0.0438485	noncoding
HBMT00001016032.1	73	0.31257	6.79364013672	1	0.0444699	noncoding
PBT00309047	122	0.29452	9.38165283203	1	0.170031	noncoding
PBT00309048	99	0.34661	9.94720458984	1	0.151494	noncoding
STRT01460072	22	0.33676	8.53668212891	-1	0.0868812	noncoding
HBMT00000991739.1	32	0.42008	9.52093505859	1	0.0172538	noncoding
STRT01515579	44	0.3284	11.6100463867	1	0.023295	noncoding
STRT01479101	38	0.39782	4.79705810547	-1	0.0158092	noncoding
FTMT21200009862.1	57	0.34404	5.53839111328	1	0.0327887	noncoding
ENCT00000299243.1	62	0.34669	9.73309326172	1	0.0382899	noncoding
ENCT00000299264.1	111	0.28311	11.3084106445	1	0.0983258	noncoding
STRT01479465	41	0.41252	9.83709716797	1	0.0275257	noncoding
STRT01433718	62	0.30778	9.48028564453	-1	0.163711	noncoding
STRT01474722	38	0.36894	9.84014892578	1	0.0168172	noncoding
STRT01526661	38	0.38054	10.9533081055	-1	0.151505	noncoding
STRT01511405	56	0.39079	9.44464111328	1	0.0411748	noncoding
STRT01545528	45	0.38486	11.0534057617	-1	0.155346	noncoding
STRT01424606	98	0.33337	10.126159668	1	0.12521	noncoding
STRT01476462	123	0.32941	10.2930297852	1	0.243934	noncoding
STRT01635746	220	0.28165	9.74700927734	1	0.724194	coding
STRT01620361	0	0.4486	0.0	-1	0.0471451	noncoding
STRT01582058	76	0.33493	10.2721557617	-1	0.167381	noncoding
MICT00000259334.1	239	0.28068	8.58575439453	1	0.90851	coding
ENCT00000327839.1	239	0.27955	8.58575439453	1	0.905522	coding
STRT01614701	10	0.3802	5.27496337891	1	0.00275511	noncoding
STRT01642477	33	0.33692	11.7002563477	-1	0.190101	noncoding
ENCT00000315995.1	109	0.2832	9.26055908203	1	0.109322	noncoding
STRT01640952	0	0.33705	0.0	-1	7.21649e-07	noncoding
ENCT00000316044.1	86	0.30457	11.2955932617	1	0.0654026	noncoding
STRT01591238	56	0.36028	9.30084228516	-1	0.106728	noncoding
STRT01612953	69	0.35012	9.78472900391	1	0.0520974	noncoding
STRT01579732	69	0.37053	9.78472900391	1	0.0631878	noncoding
STRT01594282	58	0.33336	10.0195922852	-1	0.159334	noncoding
STRT01600221	8	0.3663	10.3013305664	1	0.00544631	noncoding
STRT01571586	28	0.37231	8.01751708984	1	0.00638924	noncoding
STRT01572938	74	0.38973	5.60736083984	1	0.127022	noncoding
STRT01642394	59	0.4032	7.00225830078	-1	0.0319887	noncoding
STRT01613371	59	0.32149	8.38128662109	1	0.02332	noncoding
STRT01636175	21	0.33511	9.70025634766	1	0.0074072	noncoding
PBT00328070	113	0.29343	9.96807861328	1	0.127204	noncoding
STRT01619839	73	0.28048	9.34149169922	1	0.0394299	noncoding
STRT01574912	36	0.43544	10.0442504883	1	0.0300749	noncoding
STRT01588387	36	0.39151	10.0442504883	1	0.0188381	noncoding
STRT01590009	48	0.33822	6.55926513672	-1	0.046369	noncoding
STRT01658171	123	0.28267	6.36248779297	1	0.337262	noncoding
STRT01632288	99	0.31213	9.82098388672	1	0.103279	noncoding
STRT01606601	65	0.30677	6.62493896484	1	0.0319136	noncoding
STRT01615861	52	0.34756	7.01519775391	1	0.0180959	noncoding
STRT01597719	58	0.38684	6.63006591797	1	0.0362024	noncoding
PBT00328099	49	0.3	11.5051879883	1	0.027822	noncoding
STRT01587511	18	0.37468	7.97601318359	1	0.00378415	noncoding
STRT01608939	34	0.36157	6.49725341797	1	0.0077475	noncoding
STRT01588216	54	0.35674	9.18060302734	-1	0.104306	noncoding
PBT00326325	92	0.29884	10.0156860352	1	0.0757396	noncoding
STRT01624112	155	0.33243	9.67315673828	1	0.555836	coding
STRT01624113	155	0.33243	9.67315673828	1	0.555836	coding
STRT01614865	74	0.36463	11.2780151367	1	0.0732935	noncoding
STRT01569890	54	0.36035	5.97564697266	1	0.0266295	noncoding
MICT00000263994.1	25	0.39311	8.34356689453	1	0.0066099	noncoding
STRT01642993	147	0.27517	6.73333740234	1	0.518389	coding
PBT00326537	45	0.42759	11.3648071289	1	0.048895	noncoding
ENCT00000331083.1	96	0.28923	6.49530029297	1	0.125989	noncoding
ENCT00000331241.1	102	0.25084	9.57720947266	1	0.0864976	noncoding
STRT01633110	24	0.44583	11.524597168	1	0.0252275	noncoding
STRT01589471	31	0.41303	4.42718505859	1	0.021901	noncoding
STRT01588605	35	0.434	4.82635498047	1	0.0256414	noncoding
STRT01609240	40	0.3948	5.95709228516	-1	0.0195792	noncoding
STRT01606309	21	0.4152	9.26190185547	1	0.00845883	noncoding
STRT01607833	34	0.35932	4.51251220703	1	0.0151635	noncoding
STRT01601620	34	0.37777	4.51251220703	1	0.0177243	noncoding
STRT01656851	21	0.42864	9.70037841797	1	0.0113412	noncoding
STRT01609243	15	0.45995	12.0000610352	1	0.0205875	noncoding
STRT01606009	34	0.33038	4.51251220703	1	0.0137892	noncoding
STRT01576438	44	0.33546	8.68804931641	1	0.0137608	noncoding
STRT01624548	60	0.32727	8.66070556641	1	0.0259078	noncoding
STRT01655581	146	0.28165	6.86920166016	1	0.5	coding
STRT01656211	87	0.35556	11.4531860352	1	0.0978601	noncoding
STRT01656212	87	0.31446	11.4531860352	1	0.0690037	noncoding
STRT01654782	87	0.35304	11.4531860352	1	0.0953406	noncoding
STRT01638957	87	0.33481	11.4531860352	1	0.0802752	noncoding
STRT01655582	146	0.25541	6.86920166016	1	0.476786	noncoding
STRT01655374	77	0.39254	9.89239501953	1	0.114942	noncoding
STRT01650773	87	0.37661	11.4531860352	1	0.124195	noncoding
STRT01635905	107	0.25289	9.77764892578	1	0.0946736	noncoding
STRT01573065	107	0.25289	9.77764892578	1	0.0946736	noncoding
STRT01655583	127	0.27517	9.72235107422	1	0.15583	noncoding
STRT01640049	94	0.33754	9.25469970703	1	0.11301	noncoding
STRT01597645	90	0.28191	8.85955810547	1	0.0635708	noncoding
STRT01629264	90	0.35195	8.85955810547	1	0.112494	noncoding
STRT01640050	90	0.34938	8.85955810547	1	0.109237	noncoding
STRT01641256	127	0.27517	9.72235107422	1	0.15583	noncoding
STRT01605847	40	0.36863	5.20733642578	-1	0.0190783	noncoding
STRT01586928	138	0.28306	9.35968017578	1	0.226496	noncoding
STRT01624720	87	0.32884	11.4531860352	1	0.0764098	noncoding
STRT01593958	110	0.28165	5.83624267578	1	0.286056	noncoding
STRT01588430	87	0.35627	11.4531860352	1	0.0985914	noncoding
STRT01641257	134	0.2921	9.64678955078	1	0.218081	noncoding
STRT01642028	110	0.2921	5.83624267578	1	0.28285	noncoding
STRT01624721	87	0.32884	11.4531860352	1	0.0764098	noncoding
STRT01633145	110	0.2921	5.83624267578	1	0.28285	noncoding
STRT01633146	119	0.2921	6.98638916016	1	0.242359	noncoding
STRT01631114	110	0.2921	5.83624267578	1	0.28285	noncoding
STRT01650045	113	0.3208	5.17144775391	1	0.44666	noncoding
STRT01632508	102	0.31852	8.95867919922	1	0.121648	noncoding
STRT01581505	87	0.35027	11.4531860352	1	0.0927034	noncoding
STRT01592015	134	0.2921	9.64678955078	1	0.218081	noncoding
STRT01632509	87	0.28478	11.4531860352	1	0.0619845	noncoding
STRT01642234	119	0.2921	6.98638916016	1	0.242359	noncoding
STRT01610221	73	0.39111	8.88763427734	-1	0.0803427	noncoding
STRT01630430	134	0.27415	9.64678955078	1	0.182494	noncoding
STRT01638742	134	0.3182	9.64678955078	1	0.300695	noncoding
STRT01625853	87	0.36809	11.4531860352	1	0.112285	noncoding
STRT01632510	113	0.2921	5.17144775391	1	0.4206	noncoding
STRT01574141	87	0.33754	11.4531860352	1	0.0822073	noncoding
STRT01654783	113	0.32485	5.17144775391	1	0.455744	noncoding
STRT01659266	87	0.31526	11.4531860352	1	0.0693477	noncoding
PBT00328446	87	0.30078	11.4531860352	1	0.0643483	noncoding
PBT00328447	87	0.31059	11.4531860352	1	0.0674516	noncoding
STRT01581720	39	0.31835	6.52093505859	1	0.00930065	noncoding
PBT00326759	89	0.29386	9.44464111328	1	0.0656797	noncoding
STRT01575690	64	0.29251	5.71173095703	1	0.0443813	noncoding
STRT01591648	68	0.33691	9.09796142578	1	0.0406826	noncoding
STRT01607397	68	0.35309	9.09796142578	1	0.0464646	noncoding
STRT01618880	68	0.31795	9.09796142578	1	0.0359729	noncoding
STRT01607675	68	0.36491	9.09796142578	1	0.0518706	noncoding
PBT00326766	91	0.31369	8.90631103516	1	0.0791048	noncoding
STRT01580116	44	0.3774	4.64935302734	1	0.030544	noncoding
STRT01570933	83	0.3429	9.75714111328	1	0.0822513	noncoding
STRT01612353	110	0.35404	9.65631103516	1	0.240581	noncoding
STRT01600996	44	0.37119	4.64935302734	1	0.0287207	noncoding
STRT01580749	44	0.33762	4.64935302734	1	0.0230135	noncoding
STRT01660378	12	0.42467	8.02337646484	1	0.00359149	noncoding
STRT01641764	110	0.33536	9.65631103516	1	0.189996	noncoding
ENCT00000332177.1	73	0.29191	9.83404541016	1	0.042391	noncoding
STRT01592735	75	0.38418	11.0479125977	1	0.0966251	noncoding
PBT00328607	70	0.39878	9.78570556641	1	0.0907154	noncoding
STRT01664873	65	0.28605	7.66961669922	1	0.0282139	noncoding
FTMT21600004837.1	39	0.3382	9.02093505859	-1	0.11067	noncoding
STRT01638586	65	0.36576	8.31878662109	1	0.0411726	noncoding
STRT01655469	91	0.2951	9.30059814453	1	0.0698461	noncoding
STRT01612208	93	0.32646	7.73028564453	1	0.099834	noncoding
STRT01617026	71	0.3499	8.84271240234	1	0.0496067	noncoding
STRT01655839	71	0.31518	8.84271240234	1	0.038361	noncoding
PBT00328950	71	0.29844	10.5302124023	1	0.0443381	noncoding
STRT01666610	28	0.37572	7.95343017578	-1	0.0417839	noncoding
STRT01632354	58	0.40206	10.8408813477	1	0.0616872	noncoding
STRT01593798	38	0.41145	5.99615478516	1	0.015804	noncoding
PBT00327036	103	0.3294	5.37908935547	1	0.305646	noncoding
PBT00327037	103	0.33081	5.37908935547	1	0.308539	noncoding
STRT01640141	38	0.38566	5.50933837891	1	0.0149862	noncoding
STRT01571042	30	0.41126	5.30267333984	1	0.0123054	noncoding
STRT01574713	39	0.40843	9.18560791016	-1	0.0619793	noncoding
STRT01666785	38	0.40185	4.35882568359	-1	0.0156553	noncoding
STRT01593410	77	0.33098	9.61212158203	1	0.0584454	noncoding
STRT01655079	71	0.31327	9.76678466797	-1	0.166889	noncoding
ENCT00000321921.1	78	0.31388	9.73687744141	1	0.0538768	noncoding
STRT01624583	65	0.26605	9.76544189453	1	0.0355969	noncoding
STRT01585607	156	0.27435	9.37371826172	1	0.304566	noncoding
FTMT21600005569.1	48	0.40376	9.29803466797	1	0.0308551	noncoding
PBT00327106	49	0.27057	7.85699462891	1	0.0175304	noncoding
PBT00327107	102	0.30387	8.55828857422	1	0.10741	noncoding
ENCT00000322487.1	62	0.30906	9.39495849609	1	0.0293673	noncoding
PBT00329121	62	0.30816	7.60321044922	1	0.024546	noncoding
STRT01638415	62	0.32167	12.1473999023	1	0.0327251	noncoding
STRT01598294	62	0.34727	12.1473999023	1	0.034912	noncoding
STRT01595783	62	0.32361	12.1473999023	1	0.032776	noncoding
PBT00329129	89	0.3199	10.3237915039	1	0.0825848	noncoding
STRT01588287	43	0.45637	10.446472168	1	0.0665787	noncoding
STRT01629304	73	0.30487	8.55194091797	1	0.0384007	noncoding
STRT01608302	93	0.39557	9.49139404297	1	0.222806	noncoding
STRT01598300	80	0.3596	9.49322509766	1	0.0854949	noncoding
STRT01618992	58	0.42459	5.74700927734	1	0.0667655	noncoding
STRT01601340	58	0.43111	5.74700927734	1	0.0700663	noncoding
STRT01629658	43	0.33894	4.69805908203	1	0.0212594	noncoding
STRT01583539	44	0.4241	4.72222900391	1	0.0463347	noncoding
STRT01609287	50	0.4347	11.5923461914	1	0.0659566	noncoding
STRT01575450	54	0.36082	9.99176025391	1	0.0323387	noncoding
STRT01634128	47	0.31746	11.0969848633	1	0.0251654	noncoding
STRT01573743	42	0.37198	11.0687866211	1	0.0250015	noncoding
STRT01590494	38	0.33255	10.4326782227	1	0.0172592	noncoding
STRT01654897	86	0.34888	9.47454833984	1	0.0960694	noncoding
STRT01589575	41	0.41746	4.02154541016	1	0.0583985	noncoding
STRT01572760	59	0.32389	7.72503662109	1	0.022402	noncoding
STRT01665720	12	0.39869	7.95452880859	1	0.0030108	noncoding
STRT01604175	32	0.3832	6.50030517578	1	0.0078754	noncoding
STRT01593841	61	0.36233	6.36163330078	1	0.036032	noncoding
STRT01564478	61	0.3387	6.36163330078	1	0.0303887	noncoding
STRT01634138	79	0.29727	6.81585693359	1	0.056401	noncoding
STRT01571226	60	0.36682	8.73785400391	-1	0.0830686	noncoding
PBT00327409	69	0.29892	4.67327880859	1	0.0936178	noncoding
STRT01603161	79	0.28366	6.81585693359	1	0.0580266	noncoding
STRT01661524	87	0.38743	8.02325439453	-1	0.0672298	noncoding
STRT01630256	32	0.34646	8.49798583984	1	0.00794893	noncoding
STRT01643040	31	0.34215	8.32061767578	1	0.0071864	noncoding
STRT01619021	40	0.41516	10.0223999023	1	0.0283253	noncoding
PBT00329344	100	0.32469	4.37335205078	1	0.411322	noncoding
STRT01665863	20	0.39908	6.06292724609	1	0.00458027	noncoding
ENCT00000324894.1	31	0.35552	7.83465576172	1	0.00671375	noncoding
PBT00329386	99	0.32257	9.44549560547	1	0.114632	noncoding
STRT01663422	18	0.37151	5.06036376953	1	0.00468808	noncoding
PBT00327508	123	0.38451	5.56109619141	1	0.747191	coding
STRT01578750	91	0.36441	10.016418457	-1	0.148484	noncoding
STRT01593277	44	0.35217	9.44610595703	1	0.0178896	noncoding
PBT00329421	92	0.29607	9.47467041016	1	0.0728645	noncoding
PBT00327672	52	0.3119	9.51715087891	1	0.0215217	noncoding
PBT00327699	65	0.31432	9.34686279297	1	0.0329553	noncoding
PBT00327707	63	0.30894	9.05657958984	1	0.0286767	noncoding
STRT01658653	179	0.25066	10.1299438477	1	0.30305	noncoding
STRT01628859	17	0.38126	9.49639892578	-1	0.0776004	noncoding
FTMT21600010564.1	21	0.36652	9.30572509766	1	0.00656845	noncoding
STRT01624841	51	0.45718	9.60174560547	1	0.0788468	noncoding
STRT01585741	250	0.38352	9.31463623047	-1	0.274792	noncoding
PBT00329610	59	0.27207	9.03363037109	1	0.0260042	noncoding
STRT01580901	53	0.37214	4.49029541016	-1	0.0195357	noncoding
ENCT00000327250.1	35	0.31903	6.51873779297	1	0.00762178	noncoding
FTMT21400010857.1	17	0.41793	5.82354736328	1	0.00456656	noncoding
PBT00329734	63	0.37678	6.79669189453	1	0.0422096	noncoding
STRT01598218	106	0.36028	7.81634521484	1	0.244429	noncoding
STRT01634387	81	0.30626	9.65997314453	1	0.0560793	noncoding
STRT01585382	165	0.34542	5.58489990234	-1	0.118295	noncoding
